Device_ID,Packet_Size (bytes),Latency (ms),Throughput (Mbps),Protocol_Type,Source_Port,Destination_Port,IP_Flag,Connection_Duration (ms),Packet_Count,Error_Rate,Fragmentation_Flag,Payload_Size (bytes),Session_Status,Attack_Type
Device_32,438,295.75,24.39,TCP,64083,304,RST,8441.02,378,0.0296,1,654,Failed,SQLi
Device_23,390,164.75,16.73,UDP,7616,563,RST,4813.74,353,0.0017,0,944,Established,Normal
Device_3,94,169.2,86.6,TCP,48561,680,SYN,6036.15,473,0.0378,0,750,Pending,Phishing
Device_45,211,83.65,78.12,TCP,30987,749,FIN,3530.26,292,0.0385,1,785,Failed,Phishing
Device_45,732,203.95,99.2,TCP,28420,721,None,5046.88,803,0.0162,1,223,Pending,MITM
Device_16,172,369.53,1.4,TCP,60837,28,RST,8129.67,718,0.0309,1,211,Pending,Phishing
Device_12,321,350.28,63.4,UDP,35747,676,None,2631.74,475,0.0319,0,1184,Failed,U2R
Device_26,130,337.64,96.15,TCP,22538,341,SYN,6902.48,319,0.0206,1,1363,Pending,Phishing
Device_36,215,30.64,97.9,TCP,10513,20,FIN,9576.11,26,0.0422,0,824,Pending,R2L
Device_15,741,235.75,23.63,TCP,39198,942,RST,2592.89,38,0.0595,0,444,Pending,R2L
Device_10,172,425.43,20.56,TCP,11680,893,SYN,5979.51,622,0.0103,0,200,Failed,SQLi
Device_44,185,12.32,19.33,TCP,4217,753,ACK,8758.49,24,0.0307,1,1127,Pending,R2L
Device_7,1276,442.61,65.46,ICMP,669,207,RST,2571.65,714,0.0287,1,703,Pending,Spoofing
Device_27,641,364.28,66.31,TCP,63623,548,ACK,2337.39,19,0.0483,1,612,Pending,R2L
Device_48,180,437.04,49.85,TCP,38581,629,None,1335.61,581,0.0588,1,1332,Failed,DoS
Device_26,660,421.27,41.65,TCP,34110,299,FIN,5752.71,624,0.0619,0,1299,Failed,DoS
Device_6,400,19.66,17.82,TCP,3964,812,FIN,8092.68,946,0.0627,1,693,Failed,U2R
Device_16,359,64.12,54.43,UDP,18141,380,RST,7742.42,677,0.0128,1,43,Pending,MITM
Device_28,314,2.22,46.36,TCP,64544,289,SYN,1197.66,560,0.036,0,537,Failed,SQLi
Device_49,1264,495.45,12.4,TCP,785,633,FIN,76.4,468,0.0526,1,1100,Pending,Spoofing
Device_6,903,460.47,6.09,ICMP,7836,276,RST,9099.73,43,0.0516,1,1429,Established,Probe
Device_39,913,239.42,53.94,TCP,61201,485,SYN,8383.56,590,0.0629,1,7,Failed,DoS
Device_50,474,355.49,97.0,UDP,23446,372,ACK,811.72,764,0.0687,1,1238,Pending,DDoS
Device_28,192,375.38,82.38,TCP,33085,539,RST,460.81,458,0.0227,0,1424,Failed,Phishing
Device_25,714,373.19,2.7,ICMP,15587,706,FIN,1737.43,38,0.0922,0,495,Established,Probe
Device_39,263,155.73,44.11,TCP,27731,75,None,8210.21,205,0.0458,1,987,Pending,MITM
Device_28,1213,253.88,76.92,UDP,16890,611,RST,8835.04,985,0.0791,1,823,Failed,DDoS
Device_35,487,224.42,59.4,ICMP,54964,916,ACK,3575.25,925,0.0877,1,196,Pending,DDoS
Device_35,955,95.06,11.43,UDP,64559,80,FIN,7622.02,984,0.0455,1,966,Pending,MITM
Device_5,77,147.74,2.34,ICMP,23612,850,SYN,9011.3,76,0.0134,0,1412,Established,Normal
Device_47,840,299.95,47.31,TCP,30651,297,None,1655.06,477,0.0268,0,469,Pending,MITM
Device_6,396,466.44,28.08,UDP,13625,500,ACK,8059.82,440,0.0522,0,383,Failed,DoS
Device_28,931,357.73,80.57,TCP,62393,116,FIN,6855.97,564,0.0695,0,19,Pending,DDoS
Device_13,297,334.56,37.27,TCP,14026,576,FIN,9679.42,696,0.0398,0,58,Failed,U2R
Device_37,289,183.74,2.72,TCP,47675,380,SYN,5827.35,847,0.0208,1,1346,Failed,SQLi
Device_18,216,238.83,90.05,TCP,48285,157,None,9905.55,14,0.0372,1,1024,Pending,R2L
Device_19,1166,91.05,13.08,UDP,9307,89,None,7190.88,114,0.0013,0,408,Established,Normal
Device_22,743,350.87,21.92,ICMP,38335,823,None,3018.61,614,0.0739,1,1312,Failed,DoS
Device_14,151,201.01,50.6,TCP,4114,462,RST,6842.93,965,0.034,1,457,Failed,SQLi
Device_37,677,348.28,28.16,UDP,485,219,RST,9893.07,473,0.0251,1,1492,Pending,Spoofing
Device_37,647,300.67,10.67,UDP,45551,994,None,9072.1,207,0.0186,1,144,Established,Normal
Device_26,845,169.99,1.83,UDP,64747,411,RST,944.39,354,0.0131,1,1338,Established,Normal
Device_44,537,268.73,10.33,UDP,3737,17,None,8260.07,8,0.0377,0,653,Pending,MITM
Device_23,264,299.18,34.4,TCP,64531,541,ACK,985.03,996,0.0797,1,639,Failed,U2R
Device_5,494,368.06,71.05,TCP,34700,1015,None,7036.84,907,0.0393,0,655,Failed,SQLi
Device_15,264,47.71,73.13,TCP,33864,548,ACK,8628.45,610,0.0939,0,369,Failed,DDoS
Device_17,298,275.71,11.83,TCP,53274,732,SYN,411.96,360,0.059,0,39,Failed,U2R
Device_19,327,196.99,54.33,UDP,20993,855,ACK,9353.88,900,0.0391,0,55,Failed,U2R
Device_50,580,154.65,10.15,UDP,22141,429,None,1407.47,165,0.0059,1,1440,Established,Normal
Device_41,759,182.89,44.25,UDP,62866,909,ACK,1027.22,741,0.0456,0,1280,Pending,MITM
Device_8,415,420.47,80.0,TCP,41266,936,None,7134.88,775,0.0137,0,1400,Failed,SQLi
Device_21,139,328.26,26.74,TCP,24500,943,None,9027.93,345,0.0295,1,1357,Failed,SQLi
Device_38,163,230.9,11.48,TCP,6466,422,SYN,3709.07,953,0.0253,1,595,Pending,Phishing
Device_11,582,330.07,83.93,TCP,49601,351,None,4727.39,743,0.0458,0,521,Failed,DoS
Device_25,436,32.26,89.38,TCP,41958,733,RST,7582.23,906,0.024,1,1021,Failed,SQLi
Device_20,1323,418.51,68.67,UDP,23184,36,FIN,7418.25,571,0.0882,1,561,Failed,DDoS
Device_1,151,199.49,92.02,TCP,15136,58,FIN,5755.04,679,0.0441,0,271,Pending,Phishing
Device_40,1237,15.69,43.22,UDP,36542,676,RST,270.85,345,0.0081,0,536,Established,Normal
Device_48,883,107.77,35.42,TCP,415,134,FIN,4926.13,501,0.0548,1,638,Pending,Spoofing
Device_1,747,253.21,6.65,TCP,50172,31,RST,896.94,101,0.0086,1,761,Established,Probe
Device_42,362,32.01,2.18,TCP,24679,77,ACK,5565.27,97,0.0102,0,1452,Established,Probe
Device_21,688,51.03,71.12,TCP,55691,864,RST,343.38,999,0.071,1,106,Pending,DDoS
Device_48,768,65.46,46.43,TCP,50835,996,None,5853.28,864,0.0119,0,747,Pending,MITM
Device_17,898,277.37,1.3,TCP,58818,514,RST,5004.14,193,0.017,1,1173,Established,Probe
Device_6,312,283.26,22.7,UDP,29462,416,FIN,3276.68,110,0.016,1,593,Pending,MITM
Device_11,758,142.37,8.91,UDP,20639,406,None,5647.5,25,0.0121,1,981,Established,Normal
Device_1,800,351.69,88.08,TCP,643,523,FIN,7584.13,512,0.0412,1,304,Pending,Spoofing
Device_40,916,233.66,16.99,UDP,53562,611,FIN,6319.19,559,0.0454,1,762,Failed,DoS
Device_3,238,250.91,65.71,TCP,30761,4,ACK,1583.93,807,0.0332,1,1253,Failed,Phishing
Device_4,1250,211.12,86.13,ICMP,55638,947,RST,8955.97,408,0.0484,0,998,Failed,DoS
Device_47,716,147.61,69.1,UDP,17108,103,RST,4814.59,874,0.0737,0,1129,Pending,DDoS
Device_42,1233,424.01,3.91,ICMP,21556,775,SYN,9427.04,108,0.0064,0,841,Established,Probe
Device_2,465,274.12,50.9,TCP,31089,557,RST,7813.34,221,0.0461,1,1026,Pending,MITM
Device_27,485,346.26,13.16,ICMP,40774,1008,RST,3125.09,141,0.0191,0,82,Established,Normal
Device_49,1198,65.21,55.7,TCP,13396,71,FIN,3523.37,781,0.0955,0,304,Failed,DDoS
Device_7,260,317.18,23.76,ICMP,35893,518,None,1689.8,259,0.0572,0,751,Failed,U2R
Device_6,287,303.74,86.24,TCP,34924,943,SYN,6136.55,46,0.0188,0,280,Failed,SQLi
Device_46,821,251.11,68.56,ICMP,18062,955,SYN,584.79,722,0.0599,0,1258,Pending,DDoS
Device_44,989,339.29,43.15,TCP,1885,250,FIN,9200.73,5,0.0571,0,1355,Pending,R2L
Device_36,314,408.64,70.81,ICMP,45387,249,FIN,6755.15,385,0.038,0,493,Failed,U2R
Device_32,223,202.6,56.23,TCP,62612,351,ACK,225.72,820,0.0212,0,1137,Pending,Phishing
Device_30,328,261.18,18.8,TCP,32613,163,FIN,5729.7,727,0.0304,1,1254,Failed,SQLi
Device_35,1029,197.71,50.15,ICMP,1002,923,FIN,9748.82,450,0.0346,0,420,Pending,Spoofing
Device_29,1495,239.57,75.62,ICMP,16323,331,None,1727.62,812,0.0709,0,720,Failed,DDoS
Device_7,113,236.96,39.19,TCP,20660,941,SYN,3459.61,783,0.0381,0,1315,Failed,Phishing
Device_46,658,465.64,10.3,TCP,57819,23,SYN,9956.16,18,0.0297,1,855,Pending,R2L
Device_20,503,51.39,52.1,TCP,29160,921,RST,2705.87,514,0.0467,1,800,Failed,U2R
Device_44,752,143.44,94.41,TCP,18466,58,None,9492.35,654,0.0562,0,1319,Pending,DDoS
Device_41,817,87.68,35.54,TCP,802,532,RST,8508.55,889,0.0632,0,1412,Pending,Spoofing
Device_30,953,151.52,15.38,UDP,24123,907,SYN,4215.87,351,0.0124,1,16,Established,Normal
Device_18,263,138.95,79.51,TCP,47172,913,ACK,107.53,40,0.0223,1,185,Failed,SQLi
Device_14,443,165.78,5.97,TCP,19444,795,SYN,1191.85,582,0.0698,1,804,Failed,U2R
Device_32,1156,294.28,39.46,ICMP,46106,339,RST,5212.48,611,0.0669,1,510,Failed,DoS
Device_13,171,320.51,80.97,TCP,19323,474,None,8902.74,811,0.0167,0,377,Failed,SQLi
Device_31,303,163.98,22.64,TCP,63028,513,ACK,3383.58,437,0.0352,1,386,Failed,SQLi
Device_21,438,275.66,97.59,TCP,47100,553,ACK,9308.84,338,0.0307,1,462,Pending,MITM
Device_44,252,337.53,22.71,TCP,57261,82,ACK,4166.01,952,0.0249,0,710,Failed,SQLi
Device_41,305,373.47,74.99,ICMP,1749,730,SYN,4668.42,534,0.0828,1,505,Failed,DoS
Device_15,179,472.64,74.67,TCP,25338,14,SYN,8347.55,176,0.0188,0,491,Failed,SQLi
Device_3,283,124.55,54.42,TCP,41822,469,RST,6374.02,136,0.0142,1,132,Failed,SQLi
Device_11,1222,348.57,11.98,TCP,62945,792,SYN,3833.36,22,0.0363,1,512,Pending,R2L
Device_6,437,16.88,68.62,UDP,58075,424,RST,339.87,382,0.0779,0,201,Failed,U2R
Device_7,381,230.0,81.66,TCP,37989,949,FIN,3126.55,136,0.0405,1,156,Pending,MITM
Device_35,534,321.38,0.51,TCP,59658,483,RST,8099.24,139,0.0388,1,647,Established,Probe
Device_2,1081,301.71,8.46,TCP,38372,919,None,4613.16,159,0.095,1,400,Established,Probe
Device_42,777,266.05,77.76,TCP,54618,34,FIN,407.24,5,0.0347,0,941,Pending,R2L
Device_47,1179,478.31,90.47,TCP,2108,459,RST,6373.65,910,0.0801,1,79,Failed,DDoS
Device_17,352,417.73,18.32,TCP,61722,974,SYN,5060.38,832,0.0329,0,875,Failed,U2R
Device_6,762,385.44,43.66,UDP,41037,306,None,8171.84,19,0.017,1,1331,Established,Normal
Device_28,130,441.83,76.42,TCP,1390,908,ACK,8583.25,938,0.0372,0,137,Failed,SQLi
Device_1,863,448.23,85.79,ICMP,14311,770,RST,8425.96,538,0.0516,1,1376,Pending,DDoS
Device_27,1448,269.38,6.14,TCP,15774,986,RST,3949.76,146,0.0197,0,305,Established,Probe
Device_39,1494,195.09,0.66,TCP,302,212,FIN,2758.78,957,0.077,1,165,Failed,Spoofing
Device_21,683,247.18,52.9,TCP,63325,68,None,9315.29,696,0.0443,0,787,Failed,DoS
Device_9,1280,465.81,52.26,TCP,34329,225,FIN,1307.43,11,0.0481,1,1266,Pending,R2L
Device_20,1188,218.72,53.38,UDP,430,618,RST,6564.58,44,0.0311,1,1374,Pending,Spoofing
Device_26,551,425.73,69.56,TCP,17443,935,RST,9332.39,25,0.0594,0,775,Pending,R2L
Device_2,1228,404.3,0.43,ICMP,25629,680,ACK,2349.64,65,0.0377,0,840,Established,Probe
Device_41,381,367.38,4.69,UDP,12,53,RST,1434.97,555,0.0656,0,514,Pending,Spoofing
Device_38,496,125.07,13.02,TCP,8543,769,SYN,6015.76,480,0.0316,1,993,Failed,SQLi
Device_6,1095,253.88,22.58,TCP,39142,995,FIN,4811.24,41,0.0428,0,1153,Pending,R2L
Device_47,1032,474.07,6.71,ICMP,34685,680,RST,2281.85,88,0.0557,0,88,Established,Probe
Device_7,128,486.26,53.46,TCP,7046,1010,RST,8023.61,734,0.011,0,620,Failed,Phishing
Device_47,1165,202.59,42.19,UDP,46748,96,ACK,9948.44,674,0.072,1,550,Failed,DoS
Device_46,590,497.01,66.79,UDP,95,351,FIN,9519.65,381,0.0426,0,1449,Pending,Spoofing
Device_31,459,17.76,55.15,UDP,51862,1000,RST,2894.72,291,0.042,0,897,Failed,U2R
Device_15,683,175.73,85.33,UDP,820,936,FIN,7841.21,913,0.0507,1,1118,Pending,Spoofing
Device_40,471,448.87,21.47,TCP,8557,812,ACK,2549.65,925,0.0356,1,1251,Failed,SQLi
Device_48,1165,258.8,10.76,TCP,700,794,FIN,6022.0,979,0.0354,0,1119,Pending,Spoofing
Device_49,375,449.84,6.47,TCP,60527,363,RST,2831.02,125,0.0002,1,1476,Established,Probe
Device_15,500,150.0,72.72,TCP,16542,756,ACK,7939.75,713,0.0624,1,1058,Failed,U2R
Device_2,1338,457.36,31.36,TCP,63318,136,FIN,4107.92,39,0.0596,1,1347,Pending,R2L
Device_32,558,103.33,0.55,TCP,56865,821,FIN,3513.79,843,0.042,0,759,Pending,MITM
Device_21,1031,138.4,23.22,TCP,17675,293,ACK,2714.56,131,0.0009,0,103,Established,Normal
Device_6,445,168.15,6.18,TCP,61887,1,SYN,9593.93,96,0.0026,0,351,Established,Probe
Device_10,640,83.42,67.68,TCP,60093,319,None,1654.65,43,0.0449,0,1362,Pending,R2L
Device_23,288,404.62,16.41,ICMP,18080,868,ACK,3942.99,428,0.0418,1,124,Failed,DoS
Device_31,174,464.84,3.55,TCP,37226,69,SYN,523.47,712,0.0123,1,1354,Failed,SQLi
Device_37,264,490.74,88.28,TCP,4629,801,ACK,3486.35,108,0.0393,1,14,Failed,U2R
Device_50,667,394.08,54.19,TCP,29889,714,None,8877.07,48,0.03,0,1298,Pending,R2L
Device_38,370,301.45,47.04,TCP,48851,78,FIN,115.9,148,0.0645,1,643,Failed,U2R
Device_31,197,163.46,27.69,UDP,55765,87,None,6324.64,51,0.0173,1,592,Established,Normal
Device_12,854,369.32,27.45,ICMP,60660,648,FIN,9742.49,422,0.0808,1,1051,Failed,DoS
Device_40,542,452.17,49.2,TCP,38131,155,SYN,7884.84,470,0.0832,1,1426,Failed,DoS
Device_7,698,262.69,78.19,UDP,2271,484,SYN,7408.79,673,0.0556,0,433,Failed,DDoS
Device_1,448,498.85,58.08,TCP,7607,474,None,4195.12,9,0.049,0,77,Pending,R2L
Device_31,390,136.07,17.97,TCP,50199,831,RST,9081.55,329,0.0172,1,860,Established,Normal
Device_50,493,141.18,80.07,TCP,19414,718,RST,7685.25,781,0.0365,1,886,Failed,SQLi
Device_33,1254,301.65,32.5,ICMP,37544,110,ACK,7022.97,34,0.019,1,1120,Established,Normal
Device_37,860,495.74,49.08,UDP,28884,271,None,9976.55,338,0.0117,0,385,Established,Normal
Device_3,1037,86.78,8.94,TCP,11246,176,ACK,6262.63,86,0.016,1,294,Established,Probe
Device_4,597,272.54,75.59,UDP,17321,80,RST,7532.26,40,0.0391,0,647,Pending,MITM
Device_47,1120,72.96,51.69,UDP,40146,358,None,9046.33,877,0.062,1,304,Pending,DDoS
Device_25,743,166.42,55.51,ICMP,22506,868,ACK,3672.16,822,0.0987,1,764,Failed,DDoS
Device_22,77,266.64,4.35,TCP,24711,629,FIN,255.41,46,0.0521,0,1268,Established,Probe
Device_43,365,81.25,95.66,TCP,47757,353,ACK,5493.4,48,0.0364,1,240,Failed,SQLi
Device_42,1253,114.0,69.45,TCP,64784,145,FIN,6890.09,44,0.0307,1,225,Pending,R2L
Device_44,937,414.97,94.32,TCP,53569,654,FIN,4152.67,726,0.0701,0,1063,Pending,DDoS
Device_29,535,50.74,81.17,TCP,3604,425,FIN,9944.96,736,0.0919,0,251,Failed,DDoS
Device_16,335,146.42,7.38,ICMP,60162,249,FIN,89.43,131,0.0621,0,841,Established,Probe
Device_32,423,160.9,37.06,ICMP,47375,283,FIN,4513.07,551,0.03,1,916,Failed,U2R
Device_14,720,136.38,0.35,TCP,10715,626,None,2051.71,41,0.0069,0,50,Established,Probe
Device_40,223,166.2,33.17,ICMP,740,12,FIN,31.16,998,0.0549,0,806,Pending,Spoofing
Device_25,495,312.93,3.36,UDP,38781,160,ACK,3831.97,825,0.0607,0,1317,Failed,U2R
Device_46,213,200.02,82.41,UDP,24554,401,SYN,7994.93,628,0.0141,1,7,Pending,MITM
Device_9,411,419.93,61.34,ICMP,30162,250,None,2750.94,625,0.0553,1,161,Failed,U2R
Device_48,506,441.88,43.73,UDP,40678,37,SYN,378.67,242,0.063,1,1435,Failed,U2R
Device_27,354,182.32,23.82,TCP,42184,621,SYN,7983.16,820,0.0238,0,177,Failed,SQLi
Device_10,374,269.15,26.02,ICMP,33412,123,SYN,3947.34,720,0.0381,1,628,Failed,U2R
Device_30,910,204.71,89.51,UDP,40581,14,SYN,8029.36,161,0.0352,1,1489,Pending,MITM
Device_9,489,43.71,94.65,TCP,48266,37,SYN,6228.82,955,0.0723,0,263,Failed,U2R
Device_41,421,268.58,5.73,UDP,63548,578,ACK,5031.16,182,0.0403,0,352,Pending,MITM
Device_22,465,333.52,6.02,UDP,63374,56,FIN,1238.33,498,0.014,1,900,Established,Normal
Device_5,1248,208.3,5.92,UDP,29212,118,SYN,5930.55,440,0.0688,0,1011,Failed,DoS
Device_23,1192,464.09,98.04,TCP,54825,123,RST,9070.54,31,0.0564,0,132,Pending,R2L
Device_4,544,123.39,47.82,UDP,9109,880,SYN,8771.7,685,0.0406,1,871,Pending,MITM
Device_37,228,189.14,0.64,ICMP,49561,994,SYN,9556.07,159,0.0335,0,1103,Established,Probe
Device_2,664,395.32,81.99,ICMP,4792,532,RST,4004.99,945,0.0616,1,778,Pending,DDoS
Device_8,450,173.86,52.62,UDP,20600,843,None,1555.98,818,0.0609,1,1318,Failed,U2R
Device_28,1030,55.35,75.92,TCP,65096,612,ACK,2749.26,844,0.0969,1,509,Pending,DDoS
Device_24,247,370.23,32.66,TCP,17,336,FIN,5933.88,332,0.0794,0,1105,Failed,Spoofing
Device_44,834,172.17,20.54,TCP,55370,42,SYN,2661.11,109,0.0124,1,1236,Pending,MITM
Device_41,640,195.25,70.85,TCP,28463,1015,None,2062.51,70,0.0216,1,390,Pending,MITM
Device_41,273,112.4,42.1,TCP,50359,599,ACK,9277.49,478,0.0198,1,472,Established,Normal
Device_11,648,469.04,27.37,ICMP,37216,749,FIN,9440.72,362,0.0113,1,618,Established,Normal
Device_4,418,475.43,55.56,UDP,13118,250,None,5091.32,504,0.0869,1,14,Failed,DDoS
Device_31,718,200.82,32.85,TCP,5422,862,ACK,5363.97,35,0.0288,0,1206,Pending,R2L
Device_38,223,217.78,25.06,TCP,57164,976,None,2608.09,42,0.034,1,539,Failed,SQLi
Device_40,582,456.93,64.05,TCP,807,158,RST,3500.43,454,0.0463,1,73,Pending,Spoofing
Device_31,302,80.17,65.93,TCP,41550,256,RST,3100.48,434,0.0348,0,1004,Failed,SQLi
Device_23,1126,335.5,90.75,TCP,7547,755,FIN,6143.62,35,0.031,0,1164,Pending,R2L
Device_10,200,86.39,50.83,TCP,21192,820,FIN,6924.72,606,0.0232,1,1273,Failed,Phishing
Device_20,1314,117.15,87.39,UDP,17841,423,SYN,5576.36,652,0.0915,0,1211,Failed,DDoS
Device_10,85,183.97,37.8,TCP,5087,134,FIN,9215.7,84,0.0431,1,768,Pending,MITM
Device_6,155,467.28,92.65,TCP,49619,801,ACK,497.7,70,0.0207,0,698,Pending,Phishing
Device_10,1238,287.66,39.63,TCP,379,830,RST,6468.73,519,0.035,0,1303,Failed,Spoofing
Device_48,1391,325.33,91.44,ICMP,12677,458,ACK,8551.18,623,0.0919,1,888,Pending,DDoS
Device_36,743,148.12,79.64,TCP,29861,327,RST,9157.55,16,0.0472,0,1291,Pending,R2L
Device_49,1172,491.96,68.61,UDP,37266,315,FIN,1383.82,516,0.0713,0,926,Failed,DDoS
Device_14,296,202.32,21.28,TCP,21410,408,ACK,5947.28,45,0.0356,1,73,Pending,R2L
Device_9,719,460.89,44.7,TCP,13270,189,FIN,7604.09,586,0.0641,1,508,Failed,DoS
Device_32,253,247.86,70.49,TCP,19577,1003,FIN,6259.43,447,0.0341,1,289,Pending,Phishing
Device_19,349,303.95,58.54,ICMP,22474,971,FIN,8135.74,540,0.0754,1,781,Pending,DDoS
Device_25,1480,252.34,95.44,TCP,3081,352,RST,3060.32,839,0.0849,1,251,Failed,DDoS
Device_48,253,489.32,70.88,ICMP,16704,606,None,9126.04,642,0.0882,0,853,Pending,DDoS
Device_17,569,469.74,80.73,TCP,9050,231,FIN,6539.84,575,0.0754,0,711,Failed,DoS
Device_3,104,225.47,74.53,TCP,45532,304,ACK,621.91,469,0.0491,0,563,Failed,Phishing
Device_24,577,430.75,57.95,UDP,6616,799,RST,1186.79,569,0.0467,0,1436,Failed,DoS
Device_34,344,232.66,91.78,UDP,46851,723,ACK,7436.53,417,0.0552,0,576,Failed,U2R
Device_18,394,312.12,93.51,TCP,31317,503,SYN,3838.73,57,0.012,1,1074,Failed,SQLi
Device_7,643,281.14,45.53,TCP,64590,537,ACK,5299.27,195,0.0131,0,398,Established,Normal
Device_37,611,240.79,95.03,UDP,9498,845,RST,8501.31,51,0.0419,1,1036,Pending,MITM
Device_27,1078,229.69,79.95,UDP,830,646,FIN,1140.02,783,0.027,1,1005,Pending,Spoofing
Device_45,1367,100.12,32.93,ICMP,8828,198,ACK,289.91,147,0.0078,0,1137,Established,Normal
Device_13,687,482.09,15.9,ICMP,21927,163,ACK,9068.01,414,0.0689,1,977,Failed,DoS
Device_46,146,244.6,84.76,TCP,45311,125,None,3168.87,930,0.0195,1,528,Failed,SQLi
Device_15,1408,161.76,7.04,TCP,36149,204,None,627.19,197,0.0922,0,1304,Established,Probe
Device_31,169,448.17,10.03,TCP,10317,171,ACK,7644.28,707,0.0248,1,757,Failed,SQLi
Device_10,486,53.91,31.45,TCP,45336,319,RST,923.89,276,0.0168,1,684,Established,Normal
Device_16,498,248.82,43.9,UDP,59569,198,FIN,3305.86,751,0.0723,0,945,Failed,U2R
Device_43,108,136.13,14.64,TCP,12539,998,RST,8489.24,585,0.0244,1,488,Pending,MITM
Device_25,140,304.06,5.99,ICMP,28497,889,ACK,5369.18,31,0.0639,0,1151,Established,Probe
Device_48,119,356.19,44.1,ICMP,38507,810,RST,8177.48,465,0.0144,0,689,Established,Normal
Device_20,212,466.86,77.87,TCP,16930,512,RST,9256.08,881,0.0122,1,418,Pending,Phishing
Device_7,424,398.42,16.89,TCP,1355,765,None,9229.38,342,0.0154,1,1465,Failed,SQLi
Device_35,980,356.89,57.81,UDP,11714,141,SYN,1367.01,684,0.0951,1,1312,Pending,DDoS
Device_19,900,315.36,2.05,ICMP,36986,677,ACK,4797.35,57,0.0527,1,259,Established,Probe
Device_36,636,290.53,95.87,TCP,16455,858,None,3011.19,954,0.0885,0,384,Failed,DDoS
Device_39,446,349.46,1.7,TCP,696,82,FIN,2038.26,559,0.0487,1,1115,Failed,Spoofing
Device_28,345,493.59,16.68,ICMP,46141,180,None,6647.68,484,0.0305,0,12,Failed,U2R
Device_46,140,416.72,52.69,TCP,48633,503,SYN,7989.63,955,0.0108,1,319,Failed,SQLi
Device_27,726,155.98,17.9,UDP,32844,699,RST,2686.52,225,0.005,1,1250,Established,Normal
Device_42,694,128.3,8.96,ICMP,15815,531,None,323.88,106,0.0945,1,1239,Established,Probe
Device_12,503,192.99,96.02,UDP,56212,771,RST,2466.33,494,0.0518,0,101,Failed,DoS
Device_8,1476,448.7,9.66,TCP,7368,930,SYN,1900.97,110,0.078,0,861,Established,Probe
Device_36,320,472.68,73.46,TCP,60813,297,SYN,3494.68,651,0.0306,0,1174,Failed,SQLi
Device_25,301,472.09,43.3,ICMP,13191,800,None,4434.79,130,0.0146,1,425,Established,Normal
Device_30,270,193.35,21.95,TCP,62305,670,FIN,2420.69,473,0.0367,0,414,Failed,SQLi
Device_11,1103,274.8,52.88,TCP,36403,376,RST,887.62,5,0.0319,0,339,Pending,R2L
Device_16,1412,451.83,44.69,ICMP,32729,1011,SYN,7522.22,253,0.0076,1,548,Established,Normal
Device_42,541,182.27,63.29,UDP,30758,874,SYN,1655.31,578,0.0197,1,1143,Pending,MITM
Device_40,174,168.05,22.75,TCP,32041,289,FIN,7613.63,935,0.0365,0,90,Failed,Phishing
Device_46,408,191.22,7.07,ICMP,33467,26,FIN,1875.28,176,0.0706,1,1326,Established,Probe
Device_20,253,98.5,8.77,TCP,295,140,FIN,5083.87,864,0.0682,0,1007,Failed,Spoofing
Device_4,185,311.39,99.59,TCP,28470,943,None,4207.45,766,0.0247,0,1047,Failed,Phishing
Device_8,296,164.06,60.55,ICMP,18685,951,RST,6381.03,627,0.0928,1,629,Pending,DDoS
Device_16,989,329.18,54.49,ICMP,42305,787,RST,9942.91,894,0.0637,0,1197,Pending,DDoS
Device_13,1444,303.95,13.61,ICMP,56885,97,FIN,1450.95,237,0.0107,0,269,Established,Normal
Device_23,131,431.46,91.76,TCP,58162,852,None,8212.16,903,0.0319,1,1208,Failed,SQLi
Device_12,208,262.75,98.07,TCP,47815,714,ACK,1367.39,546,0.0692,1,902,Pending,DDoS
Device_17,490,130.59,52.2,UDP,10621,103,FIN,1562.4,29,0.076,0,416,Failed,U2R
Device_25,1183,122.18,32.29,ICMP,27155,688,SYN,4352.02,477,0.0617,1,403,Failed,DoS
Device_47,1427,244.99,16.59,TCP,15970,595,None,3086.06,41,0.0268,1,1166,Pending,R2L
Device_18,512,248.29,77.09,UDP,371,644,FIN,7836.65,521,0.0669,1,1137,Failed,Spoofing
Device_34,1381,216.47,36.0,ICMP,44595,197,None,1982.18,748,0.0651,0,577,Failed,DoS
Device_14,709,465.29,81.72,ICMP,31516,1010,None,8846.27,805,0.0645,1,37,Failed,DDoS
Device_16,199,393.28,7.92,TCP,14910,924,SYN,9593.38,16,0.0312,0,506,Pending,R2L
Device_3,540,401.36,51.54,TCP,14023,553,FIN,325.07,619,0.0593,0,329,Pending,DDoS
Device_41,798,134.06,18.28,TCP,56257,478,RST,1739.76,717,0.041,0,571,Pending,MITM
Device_48,811,54.36,47.35,TCP,31732,666,None,662.17,548,0.0404,1,50,Pending,MITM
Device_33,381,238.08,1.67,TCP,23240,984,FIN,7724.94,21,0.071,0,1001,Established,Probe
Device_9,276,240.93,57.48,TCP,10841,770,FIN,443.43,673,0.0307,1,49,Failed,SQLi
Device_26,1042,202.49,7.37,ICMP,61055,241,ACK,7459.04,11,0.0058,0,561,Established,Probe
Device_34,382,424.36,77.45,TCP,42064,659,ACK,3583.5,10,0.0558,0,676,Pending,R2L
Device_34,235,192.72,39.54,ICMP,509,79,FIN,4117.9,216,0.032,0,545,Pending,Spoofing
Device_45,1464,230.08,14.59,ICMP,38009,621,FIN,762.14,51,0.0164,0,1060,Established,Normal
